TeamNames,Year,Seed,Sweet Sixteen,Placement,ADJOE,ADJDE,efg%,efgd%,tor,tord,orb,drb,ftr,ftrd,2p%,2pd%,3p%,3pd%,adjt,wab,AdjEM-KP,AdjO-KP,AdjD-KP,AdjT-KP,Luck-KP,AdjEM-SOS-KP,AdjO-SOS-KP,AdjD-SOS-KP,AdjEM-NCSOS-KP
Hampton,2019,17,0,NoTourney,107.3,108.8,48.9,50.8,14.6,16.3,28.1,26.6,34.8,35.9,47.5,50.5,34.1,34.2,71,-11.2,-0.85,107.4,108.2,71.3,-0.091,-3.87,103,106.9,-1.77
American,2019,17,0,NoTourney,102.8,104.4,53.2,48.2,18.7,17.7,26.1,27.4,35.8,34.8,55.6,50,32.5,29.2,66.4,-11.1,-3.12,102.1,105.2,66.6,-0.119,-7.64,100.5,108.1,-10.8
Presbyterian,2019,17,0,NoTourney,109,110.8,53.4,53.4,14.7,17.9,25.3,27.4,30.5,33.1,50.1,53.5,38,35.4,67.3,-9.5,-1.32,109.3,110.7,67.8,-0.043,-3.96,102.8,106.8,-1.18
Campbell,2019,17,0,NoTourney,107.9,109.8,52.8,54.6,14.8,19.5,23.7,28.9,31.2,36,54.8,53.6,33.8,37.3,65.6,-7.2,-1.49,108.3,109.8,65.7,0.023,-3.79,103.6,107.4,-2.06
Stony Brook,2019,17,0,NoTourney,98.7,100.5,48.1,46,20.7,18.6,33.2,26.1,35.4,36.2,47.7,46.6,32.6,30.1,69.3,-3.6,-0.42,99.5,99.9,69.3,0.058,-6.81,100.2,107,-3.31
Winthrop,2019,17,0,NoTourney,105.8,108,54.2,51.3,20.2,15.4,28.7,25.5,30.4,30.3,53.3,51.6,36.7,33.8,72.8,-6.3,-0.74,107,107.8,72.7,0.016,-2.61,103.3,105.9,1.75
Santa Clara,2019,17,0,NoTourney,101.3,103.4,51.6,49.1,20.5,16.3,24.1,28.3,33.9,35.2,49.8,49.9,36.2,31.8,66.4,-7,-1.77,102.1,103.9,66.3,0.059,-0.65,104.4,105,-9.38
New Mexico,2019,17,0,NoTourney,103.6,105.8,49.5,51.6,19.4,18.3,29.3,28.6,39.3,37.1,47.8,50.8,34.4,35.5,72.6,-10.1,-1.85,104.1,105.9,72.8,-0.028,0.26,104.3,104,-0.25
North Dakota St.,2019,16,0,R64,107.7,110,53.5,53.6,15.7,14.4,20.7,25.9,32.2,26.5,52.1,52.6,36.7,37,65,-8.4,-3.2,107.4,110.6,65,0.064,-2.85,104.8,107.6,3.23
Ohio,2019,17,0,NoTourney,99.4,101.6,48.6,50.8,20,18.5,28.2,27.4,33.2,31.2,50.7,48.9,29.7,35.9,69.3,-8.5,-1.55,98.9,100.5,69.2,0.062,3.39,106.8,103.4,0.7
Cal Baptist,2019,17,0,NoTourney,106,108.4,51.2,48.8,18,15.1,28.8,28.9,32.4,39.6,50.4,46.9,34.8,35.4,67.9,-8.8,-2.82,106.1,108.9,67.9,-0.07,-3.47,102.4,105.9,-5.65
UC Santa Barbara,2019,17,0,NoTourney,104.3,106.7,50.3,49.7,16.8,16.6,33.1,26.2,39.5,32.4,49.4,50.8,34.8,31.8,64.4,-5.8,-0.86,105.3,106.1,64.7,0.035,-7.31,101.4,108.7,-7.68
Appalachian St.,2019,17,0,NoTourney,106.5,109.1,51.4,53.8,17.8,17.4,25.9,29.8,37,34.1,51.3,52.8,34.4,37.3,71.3,-13.7,-3.53,106.2,109.7,71.6,-0.083,1.03,105.3,104.3,5.33
La Salle,2019,17,0,NoTourney,100.7,103.5,47.2,51.3,20.2,19.8,28.9,28.9,28.5,41.3,45.3,51.2,33.1,34.2,69.1,-13.1,-5.39,100,105.4,68.9,-0.04,-0.24,103.6,103.8,0.3
UT Rio Grande Valley,2019,17,0,NoTourney,99.1,101.9,46.3,50.4,18,24.3,26.5,32.6,42.7,43.5,46,50.3,31.3,33.8,70.2,-7.9,-1.5,99.6,101.1,70.4,0.026,-2.13,102.8,104.9,-1.07
IUPUI,2019,17,0,NoTourney,103.4,106.5,50.2,52.6,19.6,19.6,34.3,27.8,35.2,33.2,50.5,50.7,33,37,68.9,-10.2,-2.07,103.8,105.8,68.9,-0.066,-3.11,103.9,107,-3.74
Mercer,2019,17,0,NoTourney,103,106.1,51,52.7,19.3,20.1,28.8,32.3,35.7,34.7,51.2,53.4,33.8,34.6,66.8,-12,-3.06,103.4,106.5,66.8,-0.113,1.1,106.1,105,1.13
Indiana St.,2019,17,0,NoTourney,102.1,105.3,48.6,51.5,18.6,19.4,23.7,27.2,35.8,38,46.7,52.1,35.6,33.7,68.7,-9.3,-3.99,101.4,105.4,68.9,0.026,-0.04,102.7,102.7,3.1
Iona,2019,16,0,R64,106.3,109.7,53,52.3,17.3,18.5,25.1,30.7,36.8,28.5,53.2,50.3,35.1,36.6,70.4,-10.2,-2.88,106.9,109.7,70.6,-0.024,-6.27,100.5,106.8,0.44
Hartford,2019,17,0,NoTourney,108,111.6,54.2,52.6,17.8,19.3,25.3,31,33.1,29.9,51.5,53.2,38.2,34.4,66.8,-9,-2.32,108.5,110.8,66.7,-0.008,-5.42,101.3,106.7,0.53
Columbia,2019,17,0,NoTourney,102.5,106,51.5,52.1,18,18.9,24.3,27.2,22.4,38.1,50.6,51,35.4,35.8,67.4,-12.3,-4.55,101.9,106.5,67.6,-0.06,-1.28,103.2,104.4,-3.74
Hawaii,2019,17,0,NoTourney,103.4,106.9,52.3,50.8,17.6,17.4,26.9,24.7,31.2,32.9,52.2,50.3,35,34.5,66,-8.5,-3.12,103.7,106.8,66.3,-0.005,-6.27,100.9,107.1,-5.32
Dartmouth,2019,17,0,NoTourney,103.8,107.5,51.8,53,17.6,16,23.9,24.8,24.8,27.9,50.6,54.6,35.8,33.1,65.9,-12.7,-4.7,103.4,108.1,65.9,-0.109,-2.04,102.7,104.7,-5.46
FIU,2019,17,0,NoTourney,102.4,106.1,48.9,53.1,17.7,23.4,25.7,34.4,37.9,35.4,52.2,53.6,29.3,34.8,77.6,-7.7,-3.41,102.4,105.8,77.6,0.115,-1.01,102.1,103.1,-2.2
South Alabama,2019,17,0,NoTourney,103.9,107.6,52.9,52.1,19.5,19.7,25.5,31.9,35.1,36.6,51.1,51.3,37,35.6,66.2,-10.7,-4.52,103.1,107.7,66.3,0.012,-3.7,102.9,106.6,-8.18
Lamar,2019,17,0,NoTourney,104.1,107.9,49.3,52.2,20,19.8,36.2,27.4,42.3,35.7,48.8,52.3,33.6,34.6,68.1,-8.8,-4.66,103.3,107.9,68.3,0.009,-7.68,100.6,108.3,1.97
Illinois St.,2019,17,0,NoTourney,101.1,104.8,49.1,51.3,18.4,18.2,26,26.1,28.6,32.8,49.1,51.5,32.7,34,66.7,-8.8,-3.45,101.4,104.8,66.7,0.084,-0.6,103.1,103.7,1.02
Washington St.,2019,17,0,NoTourney,106,109.9,52.8,54.7,19.2,17.1,25.2,29.5,30.3,28.4,51.5,54.9,36.4,36.2,70.3,-12.1,-3.79,106.4,110.2,70.6,-0.059,1.63,105.3,103.7,-10.53
NJIT,2019,17,0,NoTourney,100.8,104.6,50.7,49,17.1,17.9,21.9,27.1,38.4,29.7,49.8,48.8,34.8,32.8,66.7,-6,-1.54,101.8,103.3,66.9,0.084,-4.07,102,106,-4.15
California,2019,17,0,NoTourney,103.9,108,48.6,56.9,16.5,20.5,23.3,31.4,34.8,36.1,46.5,56.7,35,38.1,66.5,-13.3,-6.84,103.5,110.3,66.6,0.037,4.76,106.7,102,-0.07
Rider,2019,17,0,NoTourney,101.3,105.4,50.6,53.7,18,22.8,30.8,27.4,39.9,36,50.4,53.6,34,35.9,73.6,-9.8,-4.44,101.5,105.9,73.9,-0.032,-7.09,100.6,107.7,-0.18
Pacific,2019,17,0,NoTourney,99.5,103.6,47.7,54.2,19.6,19.2,26.8,23.1,40.5,42.2,44.9,54.1,35.6,36.2,65,-9.4,-4.56,100,104.6,65.1,0.045,1.38,105.9,104.5,-3.81
William & Mary,2019,17,0,NoTourney,103.4,108,54.4,52.7,18.3,15.6,24.5,26,31.3,30,55.8,51.1,35,36.9,68.5,-10.9,-4.79,103.6,108.4,68.6,0.029,-2.25,105.7,107.9,3.09
South Dakota,2019,17,0,NoTourney,101.3,105.9,50.1,51.7,16.1,17.4,21.5,25.6,35.9,35.2,49.6,50.7,33.9,35.8,66.8,-11.5,-5.61,100.6,106.2,67,-0.048,-3.89,104.1,108,-0.58
Florida Gulf Coast,2019,17,0,NoTourney,101,105.8,52.6,52.1,21.2,19.2,25.6,30.8,31.9,27.4,50.7,49.9,36.9,36.8,68.3,-11,-4.52,101.6,106.1,67.9,-0.003,-0.94,103.5,104.5,3.72
Valparaiso,2019,17,0,NoTourney,97.7,102.5,48.9,49.9,20.3,18.9,26.7,27.1,32.1,31.7,50.1,49.8,31,33.4,64.9,-11.9,-4.89,98.2,103.1,65.2,0.003,-2.02,102.1,104.1,-3.65
Cornell,2019,17,0,NoTourney,99.6,104.5,51.1,50.5,18.9,17.4,18.8,28.8,33.9,26.8,52.3,50.6,32.9,33.7,67.8,-8.3,-4.99,99.9,104.9,67.9,0.074,-0.41,104,104.4,-1.38
Weber St.,2019,17,0,NoTourney,101.1,106.2,53.2,49,16,15.8,19.2,26.9,37.1,30.9,53.4,49.7,35.2,31.7,71,-10.4,-5.03,101.7,106.7,71.1,-0.022,-7.14,102,109.1,0.17
High Point,2019,17,0,NoTourney,99.8,104.9,49.1,50.3,20.4,16.3,34.1,25.5,33.8,29.1,51,51.5,30.3,32.6,63.5,-10,-5,99.7,104.7,63.7,0.019,-3.82,103.7,107.6,-2.67
Fairleigh Dickinson,2019,16,0,R64,105.7,111.2,54.2,52,19.7,20.2,29.5,33.2,35.7,29.4,51,51.3,40.1,35.3,66.5,-9.2,-4.22,106.5,110.7,66.8,0.04,-8.16,99.5,107.7,-1.86
Cal St. Fullerton,2019,17,0,NoTourney,98.1,103.2,49.1,48.3,19.1,16.8,24.5,27,38.5,35.7,50.3,48.5,30.8,32,69.6,-9.5,-4.15,98.3,102.5,69.9,0.003,-1.7,103.6,105.3,7.12
Long Beach St.,2019,17,0,NoTourney,101,106.3,47.6,51.1,19,18.9,28.9,33,40.8,30.2,46.3,51.6,33.8,33.5,71.5,-11.6,-5.08,101.3,106.3,71.5,0.051,-0.77,104.3,105,5.59
Cal St. Bakersfield,2019,17,0,NoTourney,102.5,108.2,46.6,51.3,19,20.1,37.9,29.6,29.2,52.5,46.7,49.5,31,36,65,-8.6,-5.13,102.6,107.7,65.2,0.072,-2.04,103.5,105.5,-2.69
Boston University,2019,17,0,NoTourney,104.6,110.4,53.4,54.6,18.8,18.2,28.6,25.1,24.8,32.5,54.5,56.4,34.2,34.7,66.3,-12.8,-5.96,104.4,110.4,66.3,-0.025,-4.84,102.5,107.3,-4.47
Texas Southern,2019,17,0,NoTourney,104,109.8,50.8,51.6,19.8,19.9,32.5,31.7,40.8,32.6,52.2,51.1,32.1,35,74.2,-6.4,-2.35,105.2,107.5,74.7,0.063,-6.57,99.6,106.1,12.53
Massachusetts,2019,17,0,NoTourney,103.7,109.6,51.1,51.2,20.2,16.8,31.5,27.1,31.3,41.4,50.2,50.6,35,35,67.5,-13.6,-6.29,102.9,109.2,67.3,-0.061,-1.88,102.8,104.7,-4.87
Detroit,2019,17,0,NoTourney,106.7,113,49.7,54.4,16.3,19.8,29.3,36.4,31,32.7,46.7,56.2,35.6,34.5,68.6,-12,-6.11,106.5,112.6,68.6,-0.011,0.26,105.3,105,5.34
Little Rock,2019,17,0,NoTourney,99.3,105.2,54.4,52.3,22.6,19.4,24.3,27.2,42.5,40.3,54.9,51.7,35.6,35.3,70.4,-14.7,-4.99,100,105,70.4,-0.149,-1.96,104.3,106.3,-2.51
Eastern Washington,2019,17,0,NoTourney,101.2,107.4,50.3,52.5,17.1,16.6,24.6,23.6,27,34.8,48.9,50.1,34.8,37.4,67.5,-11.7,-6.36,101.3,107.6,67.8,0.026,-4.74,103,107.8,7.19
Arkansas St.,2019,17,0,NoTourney,103.4,109.8,47.2,51.6,19.4,17.1,33.7,29.8,37.9,43.7,46.5,50.2,32.3,36,68,-12.4,-7.8,102.4,110.2,68.3,0.086,-0.66,104.8,105.4,0.59
Army,2019,17,0,NoTourney,96.9,103,49.6,53.3,16.5,18.7,21.6,22.9,24.3,28.4,51,53.4,31.8,35.4,69.7,-13.7,-6.89,96.3,103.2,69.8,-0.028,-4.73,103.3,108.1,-4.89
Siena,2019,17,0,NoTourney,101.4,107.8,51.5,52.6,15.6,18,23.6,28.5,24.7,27.3,52.1,51.9,33.9,36,60.4,-11.6,-8.38,100.7,109.1,60.6,0.06,-7.41,100.5,107.9,-1.93
Air Force,2019,17,0,NoTourney,100.8,107.1,51.3,53.6,19.3,17.8,23.2,24.1,28.3,28.6,53.1,53.6,32.3,35.7,66.3,-10.6,-7.06,100.6,107.7,66.6,0.03,-1.62,102.9,104.5,-4.14
Middle Tennessee,2019,17,0,NoTourney,98.7,104.9,46.7,50.8,22.8,17.5,32.3,28.1,29.6,34.2,45.7,50.5,32.3,34.1,67.6,-13.1,-7.28,98.3,105.6,67.6,0.013,1.7,104.1,102.4,10.01
Marist,2019,17,0,NoTourney,101.6,108,52.3,53,18.9,19.3,24.3,26.6,32.2,35.9,50.8,52.6,36.3,35.5,64.4,-14.9,-9.52,100.2,109.8,64.5,-0.054,-7.43,100.2,107.7,-2.95
Southeastern Louisiana,2019,17,0,NoTourney,100,106.3,50.4,50.2,24.1,20.9,32.5,28.2,37.2,39.3,50.4,50.6,33.6,32.9,65.3,-10.6,-6.07,99.5,105.5,65.3,0.009,-7.22,100.5,107.8,1.97
Eastern Kentucky,2019,17,0,NoTourney,99.8,106.1,47.8,53.2,18.2,21.5,27.3,31.1,32.6,39.7,47.7,54.4,32,34,77.1,-11.1,-6.23,99.8,106,76.6,0.012,-1.72,103.9,105.6,0.83
Chattanooga,2019,17,0,NoTourney,102,108.5,51.5,52.9,19.1,15.4,24.6,28.4,24.2,31.6,49.3,52,36.3,36.4,66.4,-12.5,-8.29,101.5,109.7,66.1,0.025,0.34,105.4,105,-2.06
Quinnipiac,2019,17,0,NoTourney,105.8,112.6,52.8,50.7,19.4,15.7,29.8,29.3,37.3,27,48.5,50.1,37.7,34.5,66.6,-10.6,-6.21,105.5,111.7,66.9,-0.026,-9.26,99,108.2,-7.91
UMBC,2019,17,0,NoTourney,96,102.2,48.4,51.4,18.3,22.9,24.5,24.4,31.1,32.9,49.5,51.8,31.3,34,64.7,-7.9,-5.75,96.2,102,65,0.078,-7.09,100.2,107.3,-4.48
East Carolina,2019,17,0,NoTourney,99.8,106.3,46.1,51,19,19.5,28.2,31,35.6,41.8,47.7,52,28.4,32.9,68.4,-12.1,-8.24,98.7,106.9,68.1,-0.006,0.74,103.6,102.8,-12.17
UMKC,2019,17,0,NoTourney,100.6,107.3,49.8,53.6,17.2,20.9,23.5,32.3,32.4,36.7,47.8,53,35.2,36.5,66.5,-13.4,-6.45,101.1,107.6,66.3,-0.052,-0.17,105.1,105.3,1.22
Holy Cross,2019,17,0,NoTourney,100.7,107.4,52.7,53.8,16.1,22.1,20.6,32.9,23.1,26.8,52.5,52.2,35.4,37.3,63.5,-11,-6.81,101.2,108,63.6,0.067,-3.74,103.2,107,-2.2
Fordham,2019,17,0,NoTourney,97.1,103.7,46.8,49.5,16.4,19.1,25.1,28,24.5,36.9,44.7,49.6,33,32.9,64.8,-14.7,-8,96.7,104.7,65.2,-0.075,-4.76,101.1,105.9,-11.88
St. Francis PA,2019,17,0,NoTourney,106,113.2,48.8,53.8,17.4,16.9,33.4,28.6,35,31.8,46.5,54.9,35.3,34.8,68.1,-8.9,-8.04,105.5,113.5,68.4,0.083,-7.34,101.1,108.4,6.49
Western Michigan,2019,17,0,NoTourney,99.3,106,48,52.1,21.7,15.2,29.7,27.6,36.7,29.9,49.4,50.1,30.5,36.9,69.1,-15,-7.82,99.2,107,69.2,-0.039,2.43,106.2,103.7,-3.16
Youngstown St.,2019,17,0,NoTourney,104.9,112.1,49.6,53.6,18.5,16.2,33.5,28.9,23.1,38.5,48.5,55,34.1,34.2,67.1,-13.8,-7.97,104.3,112.3,67,-0.004,-1.79,104,105.8,0.28
Troy,2019,17,0,NoTourney,101.8,109.1,51,52.7,19.9,17.1,27.2,31.1,31.7,32.8,51.7,50.1,33.2,37.8,67,-11.6,-7.49,102.9,110.4,67,0.053,-0.57,104.5,105,0.97
North Dakota,2019,17,0,NoTourney,98.4,105.6,51.3,52.5,17.9,17.3,21,25.4,27.2,30,49.6,52.2,36,35.3,69.6,-12.6,-8.76,97.6,106.3,69.7,-0.046,-3.26,104.9,108.2,1.51
LIU Brooklyn,2019,17,0,NoTourney,98.5,105.7,50.7,48.2,20.1,18.5,28.3,29.5,34.4,35.4,50.3,47.7,34.1,32.8,70.8,-12.8,-8.2,98.3,106.5,70.8,-0.013,-8.97,99.8,108.7,-5.97
UC Davis,2019,17,0,NoTourney,96.4,103.5,49,52.8,19.9,21.1,22.1,27.7,29.7,37.7,49,53.3,32.7,34.6,65.8,-13.8,-7.61,96.5,104.1,65.9,-0.043,-1.91,103.1,105,4.75
Rice,2019,17,0,NoTourney,102.3,110.1,50.1,51.6,18.9,14.9,26.6,24.4,38.5,30.6,48.1,51.5,35.3,34.5,70.2,-12.8,-7.45,103.2,110.7,70.1,0,-2.19,101.3,103.5,0.38
Evansville,2019,17,0,NoTourney,99.1,106.6,49.4,50,18.5,17.1,18.9,26.2,37.5,37.5,47.9,49,34.2,34.8,69.5,-14.3,-5.2,99.7,104.9,69.5,-0.061,-0.25,103.1,103.4,1.87
Cal St. Northridge,2019,17,0,NoTourney,104.4,112.3,51.5,51.6,16.7,17.1,28.4,32.5,31.8,32.2,50.3,48.2,36.1,38.4,70.8,-14.5,-7.74,104.8,112.5,70.9,-0.018,-4.63,101.7,106.3,-4.09
The Citadel,2019,17,0,NoTourney,107,115.1,52,56.6,17.3,16.9,25.1,31.8,25.8,31.7,54.2,57.5,33.5,37.1,73.8,-10.7,-7.83,106.7,114.5,73.6,0.028,1,105.4,104.4,0.62
Sacred Heart,2019,17,0,NoTourney,103.5,111.6,51.7,51.8,19.9,16.5,31.8,27,38.1,31.3,51.1,49.3,35.2,37.3,71.9,-13,-6.81,104.2,111,72,-0.062,-8.08,100.4,108.5,-1.76
Norfolk St.,2019,17,0,NoTourney,97.9,105.6,49.6,49.2,20.3,20.7,27.4,28.9,38.2,42.6,46.1,48,37,33.9,68.7,-8.8,-7.23,98.5,105.7,69.2,0.059,-9.6,98,107.6,1.35
Morehead St.,2019,17,0,NoTourney,102.2,110.2,48.4,52.5,17.2,17.7,27.8,31.6,33.9,28.4,47.1,51.3,33.6,36.4,67.3,-12.4,-7.27,102.7,110,67.2,0.06,-0.12,104.9,105,5.35
Delaware,2019,17,0,NoTourney,104.5,113.1,53.3,52.8,17.2,14.9,24.2,28.8,31.2,28.6,50.9,49.9,37.8,38.4,63.3,-10.8,-8.28,104.9,113.2,63.3,0.08,-4.86,103.6,108.4,-6.35
Longwood,2019,17,0,NoTourney,99.6,107.9,52.4,50.5,20.4,17.4,24.5,25.2,33.6,33.7,50.8,50.5,36,33.7,67,-12.8,-7.83,99.5,107.3,67.2,-0.023,-5.51,102.7,108.2,-9.95
Tulane,2019,17,0,NoTourney,97.9,106.1,47.1,50.6,21,15.1,27,30.9,32.8,31.6,46.7,50.7,31.8,33.6,69.7,-17.1,-9.99,97.3,107.3,69.7,-0.042,3.75,106,102.3,-3.76
Navy,2019,17,0,NoTourney,98.2,106.5,46.8,52.1,20.7,16.6,31.8,25.5,30.5,29.7,46.4,53.2,31.7,33.8,66.7,-13.2,-9.88,97.3,107.2,66.9,0.061,-2.97,103.4,106.3,-1.16
Southern Utah,2019,17,0,NoTourney,97.1,105.4,50.2,50.4,18.9,16.9,23.2,24.7,39.4,38,50,48,33.7,36.1,70.7,-11.8,-9.4,96.4,105.8,71.2,0.044,-7.01,102.4,109.4,0.95
Loyola MD,2019,17,0,NoTourney,101.7,110.3,51.6,55.6,19.5,20.6,27.9,29.6,33.6,32.3,51.8,53.7,34.2,39.2,68.6,-14.8,-8.72,101.8,110.5,68.5,-0.028,-3.65,103.6,107.3,-1.64
Oral Roberts,2019,17,0,NoTourney,104.6,113.6,52.2,54.1,20.4,14.5,29.8,27.1,26.1,32.7,50.7,51.3,36.4,39,67,-14.1,-10.54,103.7,114.2,66.9,0.013,-1.3,105.5,106.8,4.08
UNC Wilmington,2019,17,0,NoTourney,104.9,114,50.5,56,18.5,14.5,31.7,26.7,32.8,31.9,49.3,54.4,35,38.8,69.1,-16.5,-9.31,105.4,114.7,69.3,-0.034,-2.17,105.4,107.6,1.74
Albany,2019,17,0,NoTourney,99,107.6,49.3,52.1,20.9,18.5,27.3,28.3,32.5,30.2,46.9,51,34.8,35.9,65.8,-15.5,-9.86,98.4,108.3,65.9,-0.066,-7.01,100.2,107.2,-5.46
Milwaukee,2019,17,0,NoTourney,99.6,108.4,48.1,51.7,18,15.3,26.7,28.3,28.2,36.3,46.5,53,33.8,33.3,66,-15.9,-11,98.6,109.6,66.1,0.016,-2.66,103.8,106.5,-2.18
St. Francis NY,2019,17,0,NoTourney,96.7,105.2,48.5,48.9,17.6,19.2,26.9,28.5,28.6,39.3,47.3,49,33.5,32.4,68.1,-11.5,-9.5,96.1,105.6,68.3,0.045,-8.05,101,109,-3.82
Cleveland St.,2019,17,0,NoTourney,102.5,111.6,51.5,51.6,18.5,16.8,26.3,33,31.7,34,48.9,53.2,36.5,32.9,69.2,-15,-9.7,101.9,111.6,69.1,-0.041,-1.93,105.1,107,0.24
Grambling St.,2019,17,0,NoTourney,96.1,104.8,50,45.1,22.1,18,25.8,29.4,43,42.3,45.5,44.7,40.2,30.6,69.2,-11.3,-8.56,95.9,104.4,69.6,-0.044,-9.51,98.2,107.7,3.9
New Orleans,2019,17,0,NoTourney,97.3,106.1,48,50,21.8,22.5,32.8,34.2,36,40.4,47.2,50.5,33.3,32.7,68.2,-8.6,-8.1,97,105.1,68.6,0.077,-7.17,100.8,108,6.43
Tennessee Martin,2019,17,0,NoTourney,105.7,115.3,50.4,57.1,18.8,19.3,31.5,34.7,26.4,27.2,49.9,56.7,34.1,38.5,68.2,-13.1,-10.35,104.9,115.3,68.5,0.009,-3.28,103.2,106.5,-0.94
Fairfield,2019,17,0,NoTourney,97,106,50.7,52.6,20.7,21.4,26.1,28.9,23.9,40.1,49.5,51.2,35,36.6,67.8,-17.6,-11.43,96,107.5,67.8,-0.094,-8.07,99.5,107.5,-3.01
Montana St.,2019,17,0,NoTourney,106.7,116.6,53.4,57.1,17.1,17.2,26.3,26.6,34.9,28.3,51.1,57.4,37.6,37.8,69.8,-12,-7.57,107.8,115.4,70,0.008,-6.49,102.2,108.7,3.49
Drexel,2019,17,0,NoTourney,104.2,113.9,51.3,55.6,16.6,14.6,29.2,26.3,30.6,30.3,50.9,54.7,34.7,38.2,69.2,-13.3,-7.57,105.6,113.2,69.1,0.004,-3.15,104.6,107.7,-1.56
Robert Morris,2019,17,0,NoTourney,96.4,105.4,48.8,52.2,21,22.2,30.1,27.8,32.2,38.5,47.3,52.2,34.1,34.7,66.1,-11.3,-8.72,96.1,104.9,66.3,0.034,-8.21,101.2,109.4,-1.33
Houston Baptist,2019,17,0,NoTourney,103.3,113,49.6,55.7,19.5,20.2,33.8,29.6,42.4,35.7,49.3,54.3,33.4,39,73.6,-12.9,-9.88,103,112.9,73.9,-0.038,-5.81,101.1,106.9,6.35
Canisius,2019,17,0,NoTourney,102.2,111.8,50.5,53.6,18.6,20.5,27,31.9,31.4,36.9,52,53.3,32.4,36,67.7,-11.5,-9.91,101.6,111.5,67.7,0.115,-5.56,100.9,106.4,3.49
Jacksonville,2019,17,0,NoTourney,98.1,107.4,49.6,52.1,19.9,18.2,28.3,27.4,30.5,28.8,51,50.3,31.2,37,71,-14.1,-7.41,99.1,106.5,70.9,-0.056,-3.47,102.5,105.9,-4.21
George Washington,2019,17,0,NoTourney,96.4,105.6,45.8,51.2,18.2,17.1,23.4,28.5,32.6,30.2,45.3,49.8,31.1,35.6,67.3,-15.6,-10.81,95.4,106.2,67.2,-0.009,-0.58,102.9,103.5,-2.14
Portland St.,2019,17,0,NoTourney,102.3,112.1,46.9,53.7,19.4,18.8,38.7,28.5,37.3,43.3,48.3,54.6,29.8,34.8,69,-11.8,-10.21,101.9,112.1,69.1,0.046,-7.48,101.4,108.8,-1.55
Western Carolina,2019,17,0,NoTourney,100.9,110.7,53.6,55.3,25.1,14.7,28.4,25.7,34.8,39.7,52.3,57.8,36.8,34.1,69.6,-16.3,-9.58,101.6,111.2,69.5,-0.051,2.11,106.8,104.7,4.68
Towson,2019,17,0,NoTourney,100.8,110.6,47.9,52.1,18.8,15.2,35.2,27.3,28.1,33,47.6,50.8,32.6,35.7,63.3,-16.7,-10.67,100.2,110.9,63.5,-0.049,-4.61,103.9,108.5,-4.29
Sacramento St.,2019,17,0,NoTourney,97,106.6,48.7,52.6,19.1,21.4,28.2,27.1,33.5,36.8,48.3,50.8,33.1,37,67.5,-12.3,-9.44,96.6,106,68.1,-0.011,-7.71,101.7,109.4,-2.45
James Madison,2019,17,0,NoTourney,101.1,111.1,50.2,52.9,18.8,16.4,30.1,29.4,33.4,34,47.5,52.6,36.6,35.7,64.9,-13.9,-10.03,101.1,111.1,65.2,0.056,-4.09,104.8,108.9,-3.78
North Carolina Central,2019,16,0,R68,99.2,109.1,49.9,49.9,22.7,17.5,34.8,26.9,33.5,31.4,51.3,50.9,31.5,32,64.9,-10.8,-11.55,97.8,109.3,65.3,-0.008,-11.84,97,108.9,1.19
Western Illinois,2019,17,0,NoTourney,98,107.8,49.8,52.2,16.3,14.5,22.6,25.5,23.2,28.1,45.9,48.4,38.2,38.9,67.2,-15.8,-10.86,97.6,108.5,67.3,-0.106,-4.66,104.5,109.2,-5.47
Monmouth,2019,17,0,NoTourney,93.8,103.2,45.8,51.1,20.6,21.2,29.3,28.5,40.3,43.2,46.4,48.4,29.7,35.8,67.4,-15.1,-10.89,93.2,104.1,67.5,0.047,-5.05,102.5,107.6,3.3
UMass Lowell,2019,17,0,NoTourney,102.9,113.6,53.7,52,19.6,17.9,27,29.8,34.1,32.6,55.1,54.7,34.3,31.6,70.1,-12.7,-7.86,104.5,112.4,69.8,-0.026,-6.57,100.1,106.7,-4.46
Texas A&M Corpus Chris,2019,17,0,NoTourney,95,105,47.9,48.6,22.3,20.1,31.1,27.5,29.8,41.7,47.6,46.1,32.3,34.9,64.8,-13.5,-10.25,94.6,104.8,64.9,-0.011,-6.16,101.2,107.4,3.4
Elon,2019,17,0,NoTourney,100.3,110.9,52,53.6,18.4,15.2,22.4,28.3,24.3,29.4,52.2,51.5,34.6,37.8,68,-16,-12.41,99,111.4,68,-0.002,-4.37,104.3,108.7,-3.99
VMI,2019,17,0,NoTourney,102.3,113.3,50.1,56.9,16.5,16.9,21.7,27.6,29.2,32,47.6,56.8,35.4,38.1,71.6,-12.9,-10.3,102.4,112.7,71.6,0.018,1.02,105.9,104.9,-0.65
Eastern Illinois,2019,17,0,NoTourney,100.4,111.6,49.6,53.6,18.8,18.4,29.2,30.5,28.7,33.1,46.7,50.3,36.2,39,66.8,-11.9,-11.94,100,112,66.9,0.094,-4.91,102.7,107.6,-4
North Alabama,2019,17,0,NoTourney,95.1,105.8,44.5,52.6,19.3,17.2,27.3,25.1,30.8,38,44.4,52.6,29.7,35.1,68.3,-14.5,-10.02,95.3,105.3,68.4,0.006,1.16,104.7,103.5,7.06
